,owner,repo,commit_sha,source
315,Anemll,Anemll,6ecb10d7dfe90533af13ac23c825ca76aab0c56e,repo_summary.json
316,MLNLP-World,reasoning-from-scratch-CN,c1f9001ed3dc75b9e4b38a4f1f6c16a6cd6ad268,repo_summary.json
317,AIGeeksGroup,MobileVLA-R1,2554dfdba8190687ad4f417066ad7ce62b60247e,repo_summary.json
318,Simple-Efficient,RL-Factory,d0abc1dbac31cf936af4d4a50009e337a9406f94,repo_summary.json
319,thu-nics,TaH,03c9f24665b1b5d18938e95d1d5275b63c6b4451,repo_summary.json
320,illuin-tech,colpali,4db75353439ee0961950aeb60ce66fff472ac8ac,repo_summary.json
321,ariannamethod,ariannamethod,de35fe338db13d1abeae51e3f4c43a9343bccf1a,repo_summary.json
322,Moenupa,VTCBench,840d288c1a85fc9d6ace038385fcd0349ae1129c,repo_summary.json
323,Blaizzy,mlx-vlm,c4ea290e47e2155b67d94c708c662f8ab64e1b37,repo_summary.json
324,duyhominhnguyen,Exgra-Med,e9a3daaf912a82bccdc3bad26b9661325d47ea60,repo_summary.json
325,cambrian-mllm,cambrian-s,9b770e46ed09ff0245f6455b7e091e9ace8c22ee,repo_summary.json
326,volcengine,MineContext,fecace9afc6f566e9f2d4601237a51296e3fa41c,repo_summary.json
327,Gumpest,SparseVLMs,e58d8986399b645b7631ed08807821b6157c52ae,repo_summary.json
328,lamalab-org,GPMs-book,4df9a2db2c2980af1e573436e27fc6374f14eadc,repo_summary.json
329,InternRobotics,InternVLA-M1,0d810e2e5cbab8f682a77a180298b5b95b8f0ae4,repo_summary.json
330,Mr-Loevan,HSA-DPO,dbb76cdac9ab2704c2f2a779ee1d8b22876a4eba,repo_summary.json
331,CVHub520,X-AnyLabeling,58b1f255afea17c4f2d877a7a4d3085c21c83cfd,repo_summary.json
332,mbodiai,embodied-agents,b0ae7f791d2940b401f5f24fa120d9ee0afeca45,repo_summary.json
333,CVHub520,X-AnyLabeling-Server,8ff87303a15352883c37c61bd01fbe6f66866445,repo_summary.json
334,NVIDIA-NeMo,DataDesigner,b635e41033e7b5a5f6cbebafa79588fc2d9eb4cb,repo_summary.json
335,EuroEval,EuroEval,f8854a53adee88ca85bdfaa359c0700b62766b7d,repo_summary.json
336,Zhoues,RoboRefer,d97a995ad28376720a4c8beb64915c58ed16c844,repo_summary.json
337,Kiln-AI,Kiln,229b88880644ff3114b895a68186096abf1231cd,repo_summary.json
338,inclusionAI,AReaL,b942ed019df2c66b851c397c0836fd31a3787b70,repo_summary.json
339,thaoshibe,relsim,bc043219b625e804a47a313728ff7d4545482912,repo_summary.json
340,NikolasMarkou,dl_techniques,b0440cd74adc5c700fc9c45712e426ee2266b1ce,repo_summary.json
341,microsoft,RD-Agent,ce8d6a75720006d558461a981d71b9b268f5b202,repo_summary.json
342,Eventual-Inc,daft-examples,0659b337ced7ec5bb7368fdf3a9b58e853531684,repo_summary.json
343,FF-crazy,CodexProxy,8449bd2c1423c18833fe07dc384caac32ed80294,repo_summary.json
344,Realiserad,fish-ai,35cadf89fcc671a2fd4bc0f206ff774df900c4c8,repo_summary.json
345,matsonj,eval-connections,e78f8c3a8260288921322be53439889d9ff41478,repo_summary.json
346,rgoerwit,ai-investment-agent,45db67935ad0571460c30185c0577d3c32db6dbe,repo_summary.json
347,DrDavidL,sem-mem,90b30bdd4da194cc48e85e931547deec0a7b5e2c,repo_summary.json
348,Eran-BA,PoT,630445e8ad2c31e2517bd93906cc1aba5b0d2396,repo_summary.json
349,rasbt,LLMs-from-scratch,d7f178d28bdf56732b01544d5718bfed637ac6f9,repo_summary.json
350,Jakedismo,codegraph-rust,aefc37362bc7923046d9f15caac6ad3b2f219b48,repo_summary.json
351,brendanhogan,2025_advent_of_small_ml,f6aacd728812835360057d6a93b910dd5eef9c3d,repo_summary.json
352,matdev83,llm-interactive-proxy,e5f0eababe6ed1a4cb3bce8a0227b2897606a208,repo_summary.json
353,Azure-Samples,autoauth-solution-accelerator,ee3be31a0b58403beb24813d7ca7de50604ad66d,repo_summary.json
354,yichuan-w,LEANN,a6ee95b18a64a29e9dd158c126d5b69a36bab1cf,repo_summary.json
355,EvolvingLMMs-Lab,OpenMMReasoner,d7bf5769469800d636b69945b81f1ba51b89695e,repo_summary.json
356,EvolvingLMMs-Lab,LongVT,93a349cf9b79fa3bf95e3e131b506e10a6329dc6,repo_summary.json
357,numinouslabs,numinous,877147b4d976eea8d70e7e82287eafe7e6fc200c,repo_summary.json
358,chrishayuk,mcp-cli,ae6db3d572c604b4b0b3e9b9d2136eca043ea109,repo_summary.json
359,feiskyer,koder,16c8d8c96c33b5a6749b0af83c4778a06c117b4e,repo_summary.json
360,agentscope-ai,agentscope,19cba5ce88b4865b72e4c2b6ea9f3c0a8e9b66c2,repo_summary.json
361,rscheiwe,vel,41e4dd67e162cc719ad90d3294ebe758e9ea8a7d,repo_summary.json
362,taylorai,lm-deluge,96124f3c6010848b4f34232a5ed7e0adc9bd17cc,repo_summary.json
363,icip-cas,ScaleBox,13db955df0bb64e16496600970f6d2274af40b64,repo_summary.json
364,yash91sharma,MALTopic-py,134ba5cf75b5f52df844c6a2bf7df2ef3115dba7,repo_summary.json
365,kanna5,brave-byom-proxy,f79b9ada6c182e3d5e1d408ce00eb242c213aac9,repo_summary.json
366,duongtruongbinh,vnpt-ai,1c899a5f5260c60a8ed5fe39ec3adfef5cf8593e,repo_summary.json
367,snap-stanford,Biomni,c36e39f9202863bc7b0665563e74e97723862fa5,repo_summary.json
368,saikiranrallabandi,inframind,64854d0d5d1a824814c7cad69f1c38b6bf00a2cb,repo_summary.json
369,daekeun-ml,evaluate-llm-on-korean-dataset,02851c9ab5e6b3ccad88bb9f2e0d288d9ec742ef,repo_summary.json
370,aixplain,aiXplain,6e076b13c813dc6ae56679037bfc5db83386d3ef,repo_summary.json
371,EverMind-AI,EverMemOS,4814aae8397653cf750c970764eae357c3e8ceb4,repo_summary.json
372,nottelabs,notte,e0d11b0b123ed15ddb0f6edba3b7231cd56ab6b3,repo_summary.json
373,HKUDS,LightRAG,9562a974d216268021b4027f7be7ec250477fe96,repo_summary.json
374,socialfoundations,folktexts,75a5df804d11f45dd442266f0880d7d630f91aaa,repo_summary.json
375,mims-harvard,ToolUniverse,132458e90eae0d23245caed295dd0bb9518cd240,repo_summary.json
376,fa8i,Agentify,cd8f88799a29a1b4f84f0036cbb7bad5345fb996,repo_summary.json
377,microsoft,TinyTroupe,43d951eea015aea09972dc95537c9bbbc74ba207,repo_summary.json
378,FLASK-LLNL,ChARGe,70e74c60151556c7c53a24a7733220a8c78b5574,repo_summary.json
379,vitali87,code-graph-rag,806ae20ce2579a06aa04436f67a02999d4a9dbcb,repo_summary.json
380,helallao,perplexity-ai,fc03a22f8fbb1d33efb1ce419f88f3eec939bd3c,repo_summary.json
381,DougHaber,lair,ba05d7196a202b80edacb91d921792e2641bfb35,repo_summary.json
382,MLNeurosurg,neurovfm,98e4bb3c2faf714c82c650cea3b34bbc27b3f5c3,repo_summary.json
383,DEV-MAT1996,LLM,af21355b5b696c15a4c1dae940d108b2cfb62111,repo_summary.json
384,double16,shyhurricane,d35395d9f6084de38fc1e15a434eb4eecd81d881,repo_summary.json
385,lesleslie,acb,c52a658988732b19099bba8884386648c2c74233,repo_summary.json
386,intertwine,kimi-book-writer,c22231f743d707bcb47e0ef38508dc7a4e6384e8,repo_summary.json
387,RayBytes,ChatMock,22fcc4d1039221163f8601d24bbe6350a960a717,repo_summary.json
388,ServiceNow,GroundCUA,a28e03bcd7f2cb6769a5554a348c938a512cf674,repo_summary.json
389,TAO-STAR425,LLMs-from-scratch,236a68c2f0e571a6abd861cd6c9b1d686d04f1e1,repo_summary.json
390,Kit4Some,Sapiens_Ontology,faa53df1838241f27565b9c5add3ad66b1637e2d,repo_summary.json
391,LLM360,Reasoning360,13158341d2a0dfe5f3bb80e7126ff21de0d16676,repo_summary.json
392,DylanLRPollock,Monkey-Head-Project,6b0c9ec5d0a56d3d44693dd97055d90f7fc2aa24,repo_summary.json
393,shawn0728,ARES,5bee103fa7d09f84d41eb508b84ff0dc0c61ca5f,repo_summary.json
394,microsoft,openaivec,cd2760bc392cc82eebffcbd2ca81882a22860f85,repo_summary.json
395,MartinLeitgab,AISafetyIntervention_LiteratureExtraction,f22e5044877b75cea2cada24c19c0c3523fd4aaa,repo_summary.json
396,Granddyser,qwen3-vl-comfy-ui,45ba9bb312e844fed868bde23c4d28fbeb7a05a8,repo_summary.json
397,gabrii,Cursor-Azure-GPT-5,6c313ae1628c630fa9ce8a15e1e9516f8b2d591a,repo_summary.json
398,MikeWangWZHL,PAPO,2b376e467317cd27505e14e12cf39ef72b9b2300,repo_summary.json
399,LeonGuertler,UnstableBaselines,11f37beb377f9d17459895919c3d2c7df740fd08,repo_summary.json
400,Chapplication,chatty-friend,c562a1b66d23fe33af426f68bc1d6c946c7f4274,repo_summary.json
401,NVlabs,alpamayo,74750b0bd86605ced9faed9fe83434b07f95e9dc,repo_summary.json
402,ZJU-REAL,EasySteer,431e6a6a212d6f3282d4c4d1c3628398df1c3e2f,repo_summary.json
403,SqueezeAILab,MultipoleAttention,db65e51d582b9bcb89807b9d9397c3532d1099ef,repo_summary.json
404,kureha-yamaguchi,reasoning-manipulation,40f3e206f993812dab0de093d3283cc394a17962,repo_summary.json
405,Pro-GenAI,Index-RAG,496e726f0501e5947d3b63c604dd94dfe8461765,repo_summary.json
406,xai-org,xai-sdk-python,188e9f7008d48ef7aabae5dc05fd53d38f689b32,repo_summary.json
407,allenai,molmoact,bdb24ec61618c26f9a049965ff8e3d12f66b4ab4,repo_summary.json
408,xuyang-liu16,VidCom2,ce46008b959c6715b8233ea1b9d1c063d22a4b2c,repo_summary.json
409,owadev777,EgoVLA_Release,92ebbd916f6bad4b79dc7d3efbb485d10f80b113,repo_summary.json
410,openvinotoolkit,openvino,030c1c404785dfee6916272a7c6ee1f5ee1d2c94,repo_summary.json
411,axolotl-ai-cloud,axolotl,3750d7dd64a2c0699d5009392d85de525f7414c6,repo_summary.json
412,openvinotoolkit,openvino.genai,87f9d9ef73f7e827d593bd8e00eccf6740bf9cbe,repo_summary.json
413,ggml-org,llama.cpp,f9ec8858edea4a0ecfea149d6815ebfb5ecc3bcd,repo_summary.json
414,Fir-lat,LaVer,abe70c7c19666decbefb5811d7d878d490f1e56c,repo_summary.json
415,pytorch,executorch,c61b2ed1d022ae0681e1a6547bbba8c95acd6854,repo_summary.json
416,gnanaprakash2918,AI-Media-Indexer,63404fefae969b2ad5d3e35202a8a1800eafd311,repo_summary.json
417,huggingface,optimum-habana,6afa2ca282d345ccb27838bf580e997ce13c4d8c,repo_summary.json
418,quic,efficient-transformers,46ed92b22abb6b14f5df95c2b92df32d5efbd051,repo_summary.json
419,jiaxiaojunQAQ,OmniSafeBench-MM,84a4d1708e42e8059cf3150e5c35dcd821c0b39e,repo_summary.json
420,IVY-LVLM,SALOVA,e507cab2b454e40d3459162cfcd850ac8181d171,repo_summary.json
421,flagos-ai,FlagGems,9c206de20eec4698a90c2974b30ed4a0413420a7,repo_summary.json
422,EvolvingLMMs-Lab,lmms-eval,b0da65de53bfa6fd52010b7d1a86dfd2f598764c,repo_summary.json
423,KLL535,ComfyUI_Simple_Qwen3-VL-gguf,2490c282e9f99f7963adb5446428a5fb56007832,repo_summary.json
424,techmn,cdchat,8b59976020de2bf0e2d1b7646e6b376cde02890f,repo_summary.json
425,maybleMyers,H1111,8e96060e71b9a34e3dd9bc64eaf53297ca28e201,repo_summary.json
426,walke2019,ComfyUI-GGUF-VLM,1c4733246e7d5699be0ecbe954913f74e3b5f9b5,repo_summary.json
427,Luckybalabala,llama-cpp-AutoGLM,694dc092b1c34b16ce7008e83bf41683128640dc,repo_summary.json
428,jacklishufan,LaViDa,24220c0077f403d24ca52968b6a7c55b687d5c2f,repo_summary.json
429,tw-haiven,haiven,c0bd35ea6188e92d31110532cc92aa7c1288615f,repo_summary.json
430,EvolvingLMMs-Lab,lmms-engine,2725473e746735fccbb7c66a1dcbef2eec97c179,repo_summary.json
431,Eliot-Shen,DF-LLaVA,780c9bc951898050cd77a837fe740abcf21ea9a7,repo_summary.json
432,Lyu6PosHao,HME,75bf8f7c3fbc511d7711f5da8f8bec68b929d83a,repo_summary.json
433,shakfu,cyllama,3bf0290c31ecc276c6be543a1b674040f32bb2b0,repo_summary.json
434,ParisNeo,lollms_client,e10bd27f49b7a25daa59c086aaa9cf8dc596bc92,repo_summary.json
435,IP127000,openVLA-Qwen2-0.5B,940c7616deaef12458493089846c7b67749865f2,repo_summary.json
436,ijstokes,tutorial-local-llm,16b39c9b9005d558a378ce432dabc23fb110a2ae,repo_summary.json
437,chapmanjacobd,library,f38b4b67f1d36d670ae01cc3e385405cb13ae70d,repo_summary.json
438,bytedance,Sa2VA,f445521bd1dc74d33078b30762c6423dab876199,repo_summary.json
439,nkkbr,ViCA,96e8a61b7afe23da3908280cc4872d36311945aa,repo_summary.json
440,xuyang-liu16,GlobalCom2,96b2d00b86a22495285ab448cc89faedafddd78d,repo_summary.json
441,X-iZhang,CCD,b4d8b8c2db692fc5bc1970c4ed9ee0383d5fe9d3,repo_summary.json
442,BandwagonVibes,fixxer,2bf71995725b37b80a8649c533d004f1b451ce40,repo_summary.json
443,erfanzar,EasyDeL,748550c8a2d7514557477de02a4b8053a41a90f4,repo_summary.json
444,dusty-nv,jetson-containers,bf3c8b0b94f09f5c353dd8b94badb76235d866e4,repo_summary.json
445,hydropix,AutoDescribe-Images,ca12280b0b1efca0260982523466e4713961ea4e,repo_summary.json
446,dagthomas,comfyui_dagthomas,85b73e2be6d4bd8a58366a478020dcb4b070c131,repo_summary.json
447,jayneelparekh,learn-to-steer,6e0d11a71e65481285f46191cc42ff71e8b9c5d4,repo_summary.json
448,UbiquitousLearning,mllm,0c945f3b6e0ea93af313cd4feb210c6bb73b1131,repo_summary.json
449,uwdb,VOCAL-UDF,d26fa010d3d85187a46a8abb6f9dd4ba5f94d388,repo_summary.json
450,epigen,CellWhisperer,a96b815e5f1f3e96a31e1a6907f01e9c288a2d42,repo_summary.json
451,ai4colonoscopy,IntelliScope,cd5866df79dda4619b337618e4d9d23d9f3a4e86,repo_summary.json
452,Shibiko-AI,ShibikoAI-ComfyUI-Tools,3909475a2d9d49d35a42569e264d0cc8266ca244,repo_summary.json
453,Visual-AI,Pancap,b8012a494bf33ff82c3ba65f4534a04b5035d7ac,repo_summary.json
454,hq-King,SeqAfford,f6bd22db7026dc32e9b87d4e634df869ae7c7f15,repo_summary.json
455,lanxiang1017,GEM,7edee7e20408cf3e855a4ace6f6b291b1e7b8485,repo_summary.json
456,CodeGoat24,UnifiedReward,3c16510485bb9c924bfedc8b4d09c1b4e4f772ba,repo_summary.json
457,Ivan-Tang-3D,ENEL,bd60441788eda3c2199299a0dd3f12d3c62df568,repo_summary.json
458,syun88,VLA-from-FastVLM,5a8d56db80418fb2071f7f7747415ecc5d80727f,repo_summary.json
459,Seeed-Projects,jetson-examples,3328ea66fed254003ec161dfea48fb5a398c112a,repo_summary.json
460,bigsk1,voice-chat-ai,3368442f4115fff5f7f42e0c4a952c13f9b89e75,repo_summary.json
461,lucafoscili,lf-nodes,beebb1eae44330fbd701f56eb6cda2ab6ae1a07f,repo_summary.json
462,Ascend,MindSpeed-MM,afbb58ae1d3415c8a81b373037f639c8d1fbbb90,repo_summary.json
463,SafeRL-Lab,AccidentBench,4abe9d836d0b978f0d9a7953fc0546eefd1fb4ed,repo_summary.json
464,triton-inference-server,tutorials,2d829606c02d0adb8eaf43e53df799e0794b5b6a,repo_summary.json
465,Ganador1,FenixAI_tradingBot,6e12bb342f040f1a1c1b06ea6fa5c1bfd2d1efc1,repo_summary.json
466,galactic123,MFP,3e71b3b046618e9482ef741ef6be9da1f5f1dda7,repo_summary.json
467,Visual-AI,3DRS,0401f547778c5de2e9e889c0606442087128c13d,repo_summary.json
468,xuyang-liu16,MixKV,bf5ddc459597d2ea9fcd62482e54880409f9ec2a,repo_summary.json
469,thunlp,ChartCoder,47d965c971be15eebc5bd495c87efcfa34b2016a,repo_summary.json
470,yu-lin-li,DyToK,3c3cc52d71b53fe0bec12446239bc8b3e90f2e65,repo_summary.json
471,waybarrios,vllm-mlx,bd1d08fb7f99bdeb136d7379c3a8351537b8d6bd,repo_summary.json
472,lern-to-write,STC,a216a28fc140600890f16b6212faa278c0691ec3,repo_summary.json
473,agustif,llm-lmstudio,5a0efe55d122d61f4707df14175745144aca7302,repo_summary.json
474,intelligolabs,CoIN,26578fdbeac9b3826f493dd3344dfdf4e9c670fd,repo_summary.json
475,chrisjz,aiden,45609851bf27caa86c294c78c28a68c0bde1b3db,repo_summary.json
476,Keyvanhardani,german-ocr,b9f8312cf8f4b826d5ad06698e610b6967eb1ffb,repo_summary.json
477,fereenwong,cdViews,5b64ba3ea44e1253317466c90914efa8b442062a,repo_summary.json
478,gokayfem,ComfyUI_VLM_nodes,8bd18dd52bb4f09637f65def091908c557cc8b72,repo_summary.json
479,zaiquanyang,LLaVA_Next_STVG,d904f1a7e8e386694baa91698134fadc5f7b8f8c,repo_summary.json
480,NVIDIA-NeMo,Megatron-Bridge,c299283eca10d37e1081749a2f275c630dfc8101,repo_summary.json
481,lucidrains,pi-zero-pytorch,667d979d6409717200a79fad5b6ef5ad48bc08b5,repo_summary.json
482,hongbo-miao,hongbomiao.com,2c949b85edaa4dc6e7bf299e58a7299df943e7fd,repo_summary.json
483,vllm-project,llm-compressor,3f25fd114448fe16853e49e407e51f28b254daa2,repo_summary.json
484,open-edge-platform,anomalib,a38f19f493524b8c1508a44c1524bdfd61ef2e50,repo_summary.json
485,starVLA,starVLA,bc6af720b5311ec7f30a06ddc5621fa644bcfd8e,repo_summary.json
486,trycua,cua,7404c13e7736c668170afce36a0c5ddff4f4c534,repo_summary.json
487,r-vage,ComfyUI_Eclipse,5045d540fc0d1055ec6f29b1035ace691f85422e,repo_summary.json
488,NVIDIA-NeMo,NeMo,93950b796abb03695b2e37434769e7caa7335a17,repo_summary.json
489,InternLM,xtuner,8d569d5f61ba3aa70a34b28492bb4beee812d010,repo_summary.json
490,NVIDIA,Isaac-GR00T,d483f00b1c13116bda020bead9d16dca497b2f6d,repo_summary.json
491,modelscope,evalscope,1ab8fcaea0f6b6172610f8b9c4603f8d7905eb57,repo_summary.json
492,jarrycyx,openlens-ai,f4fc0621f9ef5128e7b0b39e3356cb871adb49ab,repo_summary.json
493,UKGovernmentBEIS,inspect_evals,80b12adcf8e9de124b5b4fb333bc92c0c074f796,repo_summary.json
494,NVIDIA-NeMo,RL,48dbb37970e4e5b50d5f6f684a1031d820350753,repo_summary.json
495,NVIDIA-NeMo,Curator,faff40f351c38dff20f22754b87c5e62b259cdb2,repo_summary.json
496,stanford-crfm,helm,26b9af43b761fe73d571fc5b7fe04e80698c9179,repo_summary.json
497,tier4,AWML,495df6daec857f40c8fe2349cf629e6d08a12a2e,repo_summary.json
498,YalaLab,rate-evals,561813881b4e956c04a6a5a14d4ff6f69ff5c926,repo_summary.json
499,opendilab,LightZero,8ec0169e73d3ad45bac4730f06bd270f5636fe77,repo_summary.json
500,linagora,openrag,efa103ff60e9f554d4845c30acd29a18b1fc68d5,repo_summary.json
501,RoboticsData,score_lerobot_episodes,a9955c0a174aab7d07f9cecc09bb6e61faa4e694,repo_summary.json
502,SanDiegoDude,SCG_LocalVLM,540bc9f8980f5ab60592761cddfc0ea7c352a5b2,repo_summary.json
503,fal-ai,arbiter,656b6689bdaea4f17afe7387f2d9f36e10867e32,repo_summary.json
504,Physical-Intelligence,openpi,bd70b8f4011e85b3f3b0f039f12113f78718e7bf,repo_summary.json
505,r-uben,deepseek-ocr-cli,1ad703378fb185bfad888fe7974a20c18f7122af,repo_summary.json
506,nvidia-cosmos,cosmos-predict2.5,3060c7fbc0397e0aca7108ade39eaf70676fed82,repo_summary.json
507,Vertax42,openpi,ce70ccbd92a548ae62619bfb438014644944e76a,repo_summary.json
508,linkedin,Liger-Kernel,6059dfb2158cf3399b27f2b124939aac8e4fcd31,repo_summary.json
509,filipstrand,mflux,d70c8edb8c2a5fe8a0d797c39c3cb7857012db4d,repo_summary.json
510,facebookresearch,dinov2,cf3c71a7244d92c2c7da54f6efc89588daaf6f34,repo_summary.json
511,jwest33,abliterator,6f87d1d0b8ba57c9d6d6a199f2bffb360c04ddbf,repo_summary.json
512,MIC-DKFZ,VoxTell,c40ad85f324ff26c9bb0fabd2a184a709b0f7032,repo_summary.json
513,NVIDIA-AI-Blueprints,rag,42962afb228a788ce234ce63c04f754049e74310,repo_summary.json
514,voxel51,fiftyone-plugins,22b98effca919552c84fab66f95314693ab36322,repo_summary.json
515,meteofrance,mfai,6de71012131ce2c82505deb0594a208c25361cd2,repo_summary.json
516,NVIDIA-AI-IOT,live-vlm-webui,7e726bfb76c2cdcfdfff6eee852ff41810ffc23a,repo_summary.json
517,jh941213,ollama-document-parser,22e19e96a796ffc3ad28cea5b2e889b39acf679e,repo_summary.json
518,allenai,DrawEduMath,396ce39240ddd6805ce68602b9675ea7b7cf7149,repo_summary.json
519,markl-a,My-AI-Learning-Notes,a0991e3243be331c841590f7b0dfa32c3b8c8577,repo_summary.json
520,PanocularAI,symphony-learn,a157d6fcee772a986f3a5cddf32702cd3b489a77,repo_summary.json
521,seanpedrick-case,doc_redaction,9ab85e08bc681c125a864cab138e1f37f1f48268,repo_summary.json
522,1038lab,ComfyUI-QwenVL,03e7dc48e6c183aafc20be9332235382aa5e0f2c,repo_summary.json
523,opendatalab,MinerU,eed479eb56bba93ee99c1a8c255d509bd2f837e5,repo_summary.json
524,kungfuai,CVlization,6c7e2824aa453250271d57563d8bfb32569e0960,repo_summary.json
525,microsoft,mscclpp,11b7b358321a97a596997143cef73d9fb77e3e1c,repo_summary.json
526,fblissjr,heylookitsanllm,e583e329b58f5bd109114aaf7f4c661fa8e0159d,repo_summary.json
527,vlm-run,vlmrun-hub,55b534d87980aaca55fba28a4a6062a58f8f01ab,repo_summary.json
528,kijai,ComfyUI-Florence2,6c766b13f4908a86cfbd6357d6d485c80e0f3a2f,repo_summary.json
529,jzhzhang,Uni-NaVid,79ef5ea3fea14c205342d1ab070563d84c7a966a,repo_summary.json
530,IntelLabs,blueglass,869a1f3d2b132b6a31f7b71032b31f11f396ebf5,repo_summary.json
531,Traffic-Alpha,awesome-V2X,959974a2c4790c47ea42c997ca304b255862feb1,repo_summary.json
532,z-lab,flash-colreduce,57379034bcb9b90391fe178c96e7de19f7433bb6,repo_summary.json
533,opendatalab,mineru-vl-utils,2c41db4a0e7b00de38aca087591b112469b39c39,repo_summary.json
534,sii-research,siiRL,297950ae5429ff6b35e7ae38b2c608bcf0cfe18d,repo_summary.json
535,InternRobotics,InternNav,b654fbbe2f7a298a3d8263928ce67a4b9ac30b09,repo_summary.json
536,PozzettiAndrea,ComfyUI-Grounding,8a8c0dbc26f6644c662be3e55c8ba5c802b34c6b,repo_summary.json
537,vlm-run,vlmrun-python-sdk,e49fd1e6bdf4aa45962d704a1d4c04790e00aefe,repo_summary.json
538,tihado,AMD_Robot_Hackathon,8ccf9c2717c6aecbbd6a127a05d8ca71c3973bf2,repo_summary.json
539,IliaLarchenko,behavior-1k-solution,3327cab42815e37dac72b3c910e4dbe004495a66,repo_summary.json
540,PaddlePaddle,PaddleOCR,da4639650edbb98e85b1050495e2c8eb3a027abf,repo_summary.json
541,kanishkamisra,minicons,b7e0a82cb4c22ac0b3871ded0ab445fca5d63a54,repo_summary.json
542,qtzx06,gclear,951de9fc7e9e200427b9618337fab295d1898c9e,repo_summary.json
543,Thinklab-SJTU,DriveMoE,5830174b3ce15c98211b4274b1b4d78ea70150b0,repo_summary.json
544,Marker-Inc-Korea,KO-VLM-Benchmark,1c786dca65dd02698f0c4bde80513efce229d8df,repo_summary.json
545,allenai,olmocr,b274e893d7d80f7063b52e1de357170b4beb7262,repo_summary.json
546,Robotics-STAR-Lab,ApexNav,d0575ab1d95c0c8bf40ca31e5fd8d49da18cd4fe,repo_summary.json
547,ZhiyingDu,HiMoE-VLA,27a2c46932d8b6373ca0074eb997f299bcd4f6f5,repo_summary.json
548,PaddlePaddle,ERNIE,9658b15012103b3a22c5732942ff903d49351b7a,repo_summary.json
549,cagataycali,strands-robots,6bafb0f6a5a6bb039380254a8d2063f8a7fadb6d,repo_summary.json
550,microsoft,VITRA,e1d5e1cb94c26f9f3034bd660b42bcc1ff35c0cf,repo_summary.json
551,VAGOsolutions,sauerkrautlm-colpali,dd525fe64d81434eb000f5ef4afa5417105baa98,repo_summary.json
552,onkernel,kernel-oagi,706bd4be5ad54b2f8763f5b82bc6febe7b39825f,repo_summary.json
553,be2rlab,km-vipe,04941f83d5fdd95676d935a55b6486418e6bbe7f,repo_summary.json
554,Liquid4All,leap-finetune,1af6122aac9e3ba2cf2c821a912f15e1fac808ef,repo_summary.json
555,guanweifan,RoboNeuron,f4b2a705380050a76765583251490b2cc5c6e173,repo_summary.json
556,OpenMind,OM1-modules,eed03c9ccaf00641c706404e32f5b161804512a8,repo_summary.json
557,kossisoroyce,train_grpo.py,5b3748922917df9a06ae333f183b6b943539cb65,repo_summary.json
558,SpikeAgent,SpikeAgent,ec93b5a2c62a43dd992c026643366f3d00e0d3c8,repo_summary.json
559,Agent-One-Lab,AgentFly,8a9d8c9902d79cb9f3c4eacdfd5e021e02640143,repo_summary.json
560,chasemetoyer,gameplay-vision-llm,2818584648e34264afe188035a7922bc86037821,repo_summary.json
561,Koko-boya,Comfyui-Z-Image-Utilities,611b6ad9808835af5a2fe7f247cca1151e4fe942,repo_summary.json
562,langfengQ,verl-agent,373e6b221cd88db45a1d303da5dd7871630efe09,repo_summary.json
563,KU-AIVS,Dobot_Pi,3f223280c3b96f00b444b705c012441b2f87ba5d,repo_summary.json
564,OpenHelix-Team,HiF-VLA,a1a25e5641cd499d41f722ec2ef6ea35d35febad,repo_summary.json
565,Mungeryang,colqwen3,f460112d6cd75dacf26372b207eb56843e8005b1,repo_summary.json
566,mwc360,LakeBench,1b0223c7facb612caa7187a74848f0906f8260c0,repo_summary.json
567,tsiendragon,qwen-image-finetune,5019d46278555e154b035ea9e5811502441223b9,repo_summary.json
568,MNeMoNiCuZ,ComfyUI-mnemic-nodes,792715fd32c76cbacefdcf58fcceb6fc77d57074,repo_summary.json
569,Fsoft-AIC,LibMoE,52fa34981f008b26aee89eff1be608b676b63b21,repo_summary.json
570,haosulab,ManiSkill,c9ec2b10017bd8cd8cf279d035393a54b58a4a4c,repo_summary.json
571,ZYangChen,openvla,424fc4d5f27d3f73cb01f913dfe340920b6d6d5e,repo_summary.json
572,X-Square-Robot,wall-x,05b6d8dcf79b68be47344a71ae99ba43f425b962,repo_summary.json
573,JiuTian-VL,CogVLA,cd6d270b618011f61d7e0731feec66c5a244cc38,repo_summary.json
574,HorizonRobotics,alf,8a3b37e9617def146634a109569e6171e7d0fbb0,repo_summary.json
575,gokayfem,ComfyUI-fal-API,809cf424b44f40c0211d579a8462e0c4c93b4905,repo_summary.json
576,TinyLoopX,RLLaVA,0c73645d2a7b07344c72a3d9df347c9ada565152,repo_summary.json
577,JJJYmmm,Multimodal-RoPEs,c8d382355b9c8ffde62fe2547fd6e9c91383a8d0,repo_summary.json
578,Zxy-MLlab,BadVLA,ae0480301a791be470f1ce61bedc0fc49e44a88e,repo_summary.json
579,LiAutoAD,LightVLA,3d4d48e7c5bb750660f3324fc1e26dbaa1134c55,repo_summary.json
580,NHirose,OmniVLA,ada71e9c01cdc99920f6645b48f53257e2687bd0,repo_summary.json
581,roboflow,maestro,f394fce0b2c2fe98b3f457ad5abb61a9c7e88c7b,repo_summary.json
582,lee101,stock-prediction,a941985bcede694bfacf9651e80da9e92179675b,repo_summary.json
